"","SpeciesBinomial","SourceList"
"650","Impatiens glandulifera","(29, 5, 14)"
"651","Eriocaulon aquaticum","(29, 5, 17, 19)"
"652","Raphia frater","(29, 5, 10)"
"653","Hypoprepia fucosa","(29, 10)"
"654","Myosotis arvensis","(29, 5)"
"655","Elaeagnus umbellata","(29, 5, 14)"
"656","Platydracus cinnamopterus","29"
"657","Spiraea tomentosa","(29, 5, 17, 19)"
"658","Platycerus depressus","(29, 5)"
"659","Carex bigelowii","(29, 5)"
"660","Ambrosia artemisiifolia","(29, 5)"
"661","Halopsis ocellata","29"
"662","Acer platanoides","(29, 5, 14)"
"663","Elymus repens","(29, 5)"
"664","Eulithis molliculata","29"
"665","Tasgius melanarius","29"
"666","Fomitopsis mounceae","29"
"667","Inonotus obliquus","29"
"668","Plethodon cinereus","(29, 5, 27)"
"669","Viburnum lantanoides","(29, 5)"
"670","Thuja occidentalis","(29, 5)"
"671","Hadromorphus inflatus","29"
"672","Speranza pustularia","(29, 10)"
"673","Hyphantria cunea","(29, 10)"
"674","Megacyllene robiniae","29"
"675","Symphyotrichum novibelgii","(29, 5, 17, 19)"
"676","Solidago bicolor","(29, 5)"
"677","Limonium carolinianum","(29, 5)"
"678","Tragopogon pratensis","(29, 5)"
"679","Trimerotropis verruculata","29"
"680","Hyalophora cecropia","(29, 5, 10)"
"681","Odocoileus virginianus","(29, 5, 27)"
"682","Comptonia peregrina","(29, 5, 19)"
"683","Vaccinium vitisidaea","(29, 5)"
"684","Amanita flavoconia","29"
"685","Sonchus asper","(29, 5)"
"686","Canis latrans","(29, 5, 27)"
"687","Pilosella aurantiaca","29"
"688","Tremex columba","(29, 5)"
"689","Rhododendron lapponicum","(29, 5)"
"690","Bombus ternarius","(29, 5, 11)"
"691","Ranunculus acris","(29, 5)"
"692","Rivula propinqualis","(29, 5, 10)"
"693","Lotus corniculatus","(29, 5)"
"694","Coronilla varia","29"
"695","Lampropeltis triangulum","(29, 5, 27)"
"696","Syritta pipiens","(29, 5)"
"697","Nitidolimonius resplendens","29"
"698","Lophocampa caryae","(29, 10)"
"699","Mitchella repens","(29, 5)"
"700","Bombus impatiens","(29, 5, 11)"
"701","Lithobates palustris","(29, 5, 27)"
"702","Clavaria zollingeri","29"
"703","Cyptotrama chrysopepla","29"
"704","Aureolaria flava","(29, 5)"
"705","Camponotus pennsylvanicus","29"
"706","Polydrusus formosus","29"
"707","Xanthium strumarium","(29, 5)"
"708","Celastrus orbiculatus","(29, 5, 14, 17, 19)"
"709","Papilio canadensis","(29, 5, 10)"
"710","Phallus ravenelii","29"
"711","Vaccinium macrocarpum","29"
"712","Vaccinium corymbosum","(29, 5, 17, 19)"
"713","Reynoutria japonica","29"
"714","Trifolium hybridum","(29, 5)"
"715","Tetraopes tetrophthalmus","29"
"716","Celastrina lucia","(29, 10)"
"717","Quercus alba","(29, 5)"
"718","Malacosoma americana","29"
"719","Enallagma exsulans","(29, 4, 5)"
"720","Euschistus tristigmus","(29, 5)"
"721","Leiobunum ventricosum","29"
"722","Dolichovespula norvegicoides","29"
"723","Streptopus lanceolatus","(29, 5)"
"724","Homarus americanus","(29, 5, 19)"
"725","Diprion similis","29"
"726","Dryopteris boottii","29"
"727","Berberis vulgaris","(29, 5, 14)"
"728","Viburnum opulus","(29, 5)"
"729","Dacrymyces chrysospermus","29"
"730","Galium mollugo","(29, 5)"
"731","Matteuccia struthiopteris","(29, 5)"
"732","Leucobryum glaucum","(29, 5)"
"733","Cenopis pettitana","29"
"734","Zelus luridus","29"
"735","Sibbaldia tridentata","(29, 5)"
"736","Augochlorella aurata","29"
"737","Bombus borealis","(29, 5, 11)"
"738","Craterellus fallax","29"
"739","Arethusa bulbosa","(29, 5)"
"740","Nymphaea odorata","(29, 5, 17, 19)"
"741","Prunus maritima","(29, 5, 19)"
"742","Colias philodice","(29, 5, 8, 10)"
"743","Pinus banksiana","(29, 5)"
"744","Acronicta americana","(29, 5, 10)"
"745","Parapoynx allionealis","(29, 10)"
"746","Hyles gallii","(29, 10)"
"747","Dibolia borealis","(29, 5)"
"748","Grifola frondosa","29"
"749","Spiraea alba","(29, 5)"
"750","Eristalis tenax","(29, 5)"
"751","Impatiens capensis","(29, 5, 17, 19)"
"752","Lobelia inflata","(29, 5)"
"753","Rosa rugosa","(29, 5, 14)"
"754","Lysimachia ciliata","(29, 5)"
"755","Libellula luctuosa","(29, 4)"
"756","Cirsium vulgare","(29, 5, 14)"
"757","Opheodrys vernalis","(29, 5, 27)"
"758","Euproctis chrysorrhoea","(29, 10)"
"759","Mycale lingua","(29, 5)"
"760","Amanita muscaria","29"
"761","Aquilegia canadensis","(29, 5)"
"762","Blarina brevicauda","(29, 5, 19, 27)"
"763","Dalibarda repens","29"
"764","Clepsis peritana","29"
"765","Stachys palustris","(29, 5)"
"766","Enallagma anna","29"
"767","Hohenbuehelia serotina","29"
"768","Phyllocnistis populiella","(29, 5)"
"769","Solanum villosum","29"
"770","Ilex verticillata","(29, 5, 17, 19)"
"771","Agrotis venerabilis","(29, 5, 10)"
"772","Artomyces pyxidatus","29"
"773","Meliscaeva cinctella","29"
"774","Lycaena phlaeas","(29, 10)"
"775","Eriophyes laevis","29"
"776","Carex intumescens","(29, 5)"
"777","Dromogomphus spinosus","(29, 4, 5, 17, 19)"
"778","Polistes fuscatus","29"
"779","Tabanus nigrovittatus","(29, 5)"
"780","Eurycea bislineata","(29, 5, 27)"
"781","Hesperis matronalis","(29, 5, 14)"
"782","Siliqua costata","(29, 5)"
"783","Agonopterix curvilineella","29"
"784","Campanula rotundifolia","(29, 5)"
"785","Lacinipolia renigera","(29, 5, 10)"
"786","Dermestes lardarius","(29, 5)"
"787","Stirellus bicolor","29"
"788","Viburnum acerifolium","(29, 5)"
"789","Acanthocephala terminalis","29"
"790","Evernia mesomorpha","(29, 5)"
"791","Mesoleuca ruficillata","(29, 5, 10)"
"792","Sympetrum obtrusum","(29, 4, 5)"
"793","Epelis truncataria","(29, 5, 10)"
"794","Angelica sylvestris","(29, 14)"
"795","Equisetum arvense","(29, 5)"
"796","Anguilla rostrata","(29, 1, 5, 13, 15, 18, 19, 20, 21, 22, 26)"
"797","Megachile sculpturalis","(29, 5, 11)"
"798","Rheum hybridum","29"
"799","Biston betularia","(29, 10)"
"800","Anageshna primordialis","(29, 10)"
"801","Forficula auricularia","(29, 5)"
"802","Athyrium asplenioides","29"
"803","Satyrium calanus","(29, 10)"
"804","Lophocampa maculata","(29, 10)"
"805","Sarracenia purpurea","(29, 5, 17, 19)"
"806","Efferia aestuans","29"
"807","Calystegia sepium","(29, 5)"
"808","Sambucus racemosa","(29, 5)"
"809","Smerinthus cerisyi","(29, 5, 10)"
"810","Aralia nudicaulis","(29, 5)"
"811","Medeola virginiana","(29, 5)"
"812","Somatochlora minor","(29, 4, 5)"
"813","Platanthera blephariglottis","(29, 5)"
"814","Corema conradii","(29, 5)"
"815","Leucauge venusta","(29, 7)"
"816","Lithophane petulca","29"
"817","Melanoplus sanguinipes","(29, 5)"
"818","Kalmia polifolia","(29, 5, 17, 19)"
"819","Campanula giesekiana","29"
"820","Eurybia macrophylla","(29, 5)"
"821","Acer rubrum","(29, 5, 17, 19)"
"822","Epargyreus clarus","(29, 5, 10)"
"823","Cicindela purpurea","(29, 5)"
"824","Lymantria dispar","(29, 10, 14)"
"825","Entoloma abortivum","29"
"826","Boletus edulis","29"
"827","Stictocephala diceros","29"
"828","Verbascum thapsus","(29, 5)"
"829","Pekania pennanti","(29, 27)"
"830","Spisula solidissima","(29, 5)"
"831","Fomes fomentarius","29"
"832","Ophiopholis aculeata","(29, 5)"
"833","Asarum canadense","(29, 5)"
"834","Bembix americana","29"
"835","Xestia smithii","(29, 10)"
"836","Calopteryx aequabilis","(29, 4, 5, 17, 19)"
"837","Larix laricina","(29, 5, 17, 19)"
"838","Anemone quinquefolia","(29, 5)"
"839","Mya arenaria","(29, 5, 19)"
"840","Ceratina calcarata","(29, 5)"
"841","Exomias pellucidus","29"
"842","Rhododendron canadense","(29, 5, 19)"
"843","Iris hookeri","(29, 5)"
"844","Vasates quadripedes","29"
"845","Viola lanceolata","(29, 5)"
"846","Kalmia latifolia","(29, 5)"
"847","Phalaris arundinacea","(29, 5, 14, 17, 19)"
"848","Symphyotrichum lateriflorum","(29, 5)"
"849","Leptinotarsa decemlineata","(29, 5)"
"850","Ambystoma maculatum","(29, 5, 27)"
"851","Ophioglossum pusillum","(29, 5)"
"852","Harrya chromipes","29"
"853","Elasmostethus cruciatus","(29, 5)"
"854","Chauliodes pectinicornis","(29, 5)"
"855","Satyrium liparops","(29, 10)"
"856","Pyrola elliptica","(29, 5)"
"857","Vicia sepium","(29, 5)"
"858","Calopteron reticulatum","(29, 5)"
"859","Ascophyllum nodosum","(29, 5, 28)"
"860","Acer saccharum","(29, 5)"
"861","Nicotiana sylvestris","29"
"862","Vespula consobrina","29"
"863","Margaritifera margaritifera","(29, 5, 18)"
"864","Ranunculus repens","(29, 5, 14)"
"865","Zale minerea","(29, 10)"
"866","Lilium philadelphicum","(29, 5)"
"867","Ensis leei","29"
"868","Cecrita biundata","29"
"869","Epiblema otiosana","(29, 5, 10)"
"870","Amaranthus retroflexus","(29, 5)"
"871","Fraxinus pennsylvanica","(29, 5)"
"872","Prunus pensylvanica","(29, 5)"
"873","Anaphalis margaritacea","(29, 5)"
"874","Sassafras albidum","(29, 5)"
"875","Silene vulgaris","(29, 5)"
"876","Rhododendron maximum","(29, 5)"
"877","Prunella vulgaris","(29, 5)"
"878","Trillium cernuum","(29, 5)"
"879","Cingilia catenaria","(29, 10)"
"880","Stellaria graminea","(29, 5)"
"881","Balsa tristrigella","(29, 10)"
"882","Solidago puberula","(29, 5)"
"883","Glycobius speciosus","29"
"884","Verbena hastata","(29, 5, 17, 19)"
"885","Noctua pronuba","(29, 10)"
"886","Idia rotundalis","(29, 10)"
"887","Diervilla lonicera","(29, 5)"
"888","Megachile inermis","29"
"889","Cortinarius luteoornatus","29"
"890","Boloria selene","(29, 10)"
"891","Libellula quadrimaculata","(29, 4, 5)"
"892","Dytiscus verticalis","29"
"893","Spinulum annotinum","(29, 5)"
"894","Phyciodes tharos","(29, 5, 10)"
"895","Plagiomnium cuspidatum","(29, 5)"
"896","Speyeria aphrodite","(29, 10)"
"897","Ectropis crepuscularia","(29, 5, 10)"
"898","Diapensia lapponica","(29, 5)"
"899","Pinus resinosa","(29, 5)"
"900","Prochoerodes lineola","(29, 10)"
"901","Xylocopa virginica","(29, 5, 11)"
"902","Sanguisorba canadensis","(29, 5)"
"903","Carex flava","(29, 5)"
"904","Agalinis neoscotica","(29, 5)"
"905","Poa saltuensis","(29, 5)"
"906","Pieris rapae","(29, 5, 10)"
"907","Ionactis linariifolia","(29, 5)"
"908","Viola sororia","(29, 5)"
"909","Echinarachnius parma","(29, 5, 19)"
"910","Calopogon tuberosus","(29, 5, 17, 19)"
"911","Hordeum jubatum","(29, 5)"
"912","Fucus vesiculosus","(29, 5, 28)"
"913","Cryptorhynchus lapathi","(29, 5)"
"914","Mycoblastus sanguinarius","(29, 5)"
"915","Capnoides sempervirens","(29, 5)"
"916","Triglochin maritima","(29, 5)"
"917","Polites mystic","(29, 5, 10)"
"918","Phanogomphus exilis","(29, 4, 5)"
"919","Archips cerasivorana","(29, 5)"
"920","Trametes versicolor","29"
"921","Leucorrhinia hudsonica","(29, 4, 5)"
"922","Arctia parthenos","29"
"923","Clethra alnifolia","(29, 5)"
"924","Allium schoenoprasum","(29, 5)"
"925","Sanguinaria canadensis","(29, 5)"
"926","Toxomerus marginatus","29"
"927","Misumena vatia","(29, 7)"
"928","Rhytisma acerinum","29"
"929","Dendrolycopodium hickeyi","(29, 5)"
"930","Stylogomphus albistylus","(29, 4, 5, 17, 19)"
"931","Taraxacum officinale","(29, 5)"
"932","Ganoderma applanatum","29"
"933","Chelone glabra","(29, 5)"
"934","Acer spicatum","(29, 5)"
"935","Rhododendron ponticum","29"
"936","Trichiosoma triangulum","(29, 5)"
"937","Sympetrum vicinum","(29, 4, 5)"
"938","Catocala cara","(29, 10)"
"939","Symphyotrichum lanceolatum","(29, 5)"
"940","Fagus grandifolia","(29, 5)"
"941","Disholcaspis quercusglobulus","29"
"942","Leucorrhinia intacta","(29, 4, 5, 17, 19)"
"943","Microtus pennsylvanicus","(29, 5, 27)"
"944","Nymphalis antiopa","(29, 5, 10)"
"945","Parmelia omphalodes","29"
"946","Circaea alpina","(29, 5)"
"947","Arctium minus","(29, 5)"
"948","Micrathena sagittata","(29, 7)"
"949","Pantographa limata","(29, 5, 10)"
"950","Osmunda spectabilis","29"
"951","Lysimachia quadrifolia","(29, 5)"
"952","Clinopodium vulgare","(29, 5)"
"953","Vaccinium angustifolium","(29, 5, 19)"
"954","Alcis porcelaria","29"
"955","Olethreutes inornatana","29"
"956","Falcaria bilineata","29"
"957","Ilyanassa trivittata","(29, 19)"
"958","Naphrys pulex","(29, 7)"
"959","Cerioporus squamosus","29"
"960","Carex comosa","(29, 5, 17, 19)"
"961","Rhynchospora alba","(29, 5, 17, 19)"
"962","Megaptera novaeangliae","(29, 30)"
"963","Bombylius major","(29, 5)"
"964","Frangula alnus","(29, 5, 14, 17, 19)"
"965","Tiarella cordifolia","(29, 5)"
"966","Galasa nigrinodis","29"
"967","Digrammia ocellinata","(29, 10)"
"968","Dennstaedtia punctilobula","(29, 5)"
"969","Herminia jacchusalis","29"
"970","Hemaris diffinis","(29, 5, 10)"
"971","Chytolita morbidalis","(29, 10)"
"972","Agrilus arcuatus","29"
"973","Asclepias syriaca","(29, 5)"
"974","Elaphria alapallida","(29, 10)"
"975","Phyllotopsis nidulans","29"
"976","Umbilicaria mammulata","(29, 5)"
"977","Geum rivale","(29, 5)"
"978","Ophiogomphus rupinsulensis","(29, 4, 5, 17, 19)"
"979","Silene floscuculi","29"
"980","Sciurus carolinensis","(29, 5, 27)"
"981","Microcrambus biguttellus","29"
"982","Chrysanympha formosa","(29, 5, 10)"
"983","Salticus scenicus","(29, 5, 7)"
"984","Vulpes vulpes","(29, 5, 27)"
"985","Asteromyia euthamiae","29"
"986","Ulva lactuca","(29, 5, 28)"
"987","Euaresta bella","29"
"988","Vinca minor","(29, 5)"
"989","Chlosyne harrisii","(29, 10)"
"990","Paonias excaecata","(29, 5, 10)"
"991","Araneus bicentenarius","(29, 7)"
"992","Quercus rubra","(29, 5)"
"993","Vaccinium uliginosum","(29, 5)"
"994","Geranium maculatum","(29, 5)"
"995","Picea mariana","(29, 5)"
"996","Equisetum variegatum","(29, 5, 19)"
"997","Chamaedaphne calyculata","(29, 5, 17, 19)"
"998","Aesculus hippocastanum","(29, 5)"
"999","Ochropleura implecta","(29, 10)"
"1000","Acronicta insita","29"
"1001","Stereum complicatum","29"
"1002","Enoclerus rosmarus","29"
"1003","Diadophis punctatus","(29, 5, 27)"
"1004","Malacosoma disstria","(29, 5, 10)"
"1005","Chimaphila umbellata","(29, 5)"
"1006","Butomus umbellatus","(29, 5, 14)"
"1007","Thlaspi arvense","(29, 5)"
"1008","Leptoypha mutica","29"
"1009","Stictoleptura canadensis","(29, 5)"
"1010","Veratrum viride","(29, 5)"
"1011","Coccinella septempunctata","29"
"1012","Hericium coralloides","29"
"1013","Vanessa virginiensis","(29, 5, 8, 10)"
"1014","Pseudeuophrys erratica","29"
"1015","Hypena scabra","(29, 10)"
"1016","Asparagus officinalis","(29, 5)"
"1017","Testudinalia testudinalis","(29, 19)"
"1018","Chrysops vittatus","29"
"1019","Acleris celiana","(29, 10)"
"1020","Limnaecia phragmitella","(29, 10)"
"1021","Petromyzon marinus","(29, 18, 20, 21, 26)"
"1022","Ribes glandulosum","(29, 5)"
"1023","Lithobates clamitans","(29, 5, 27)"
"1024","Probole amicaria","(29, 10)"
"1025","Betula populifolia","(29, 5, 17, 19)"
"1026","Macronoctua onusta","(29, 5, 10)"
"1027","Glechoma hederacea","(29, 5, 14)"
"1028","Dicranum scoparium","29"
"1029","Papilio polibetes","29"
"1030","Peromyscus leucopus","(29, 5, 27)"
"1031","Ceratomia undulosa","(29, 5, 10)"
"1032","Herminia cruralis","29"
"1033","Desmia maculalis","29"
"1034","Lepidonotus squamatus","(29, 19)"
"1035","Euthamia graminifolia","(29, 5, 17, 19)"
"1036","Araneus diadematus","(29, 7)"
"1037","Larus smithsonianus","29"
"1038","Orthops kalmii","29"
"1039","Lilioceris lilii","29"
"1040","Nuttallanthus canadensis","(29, 5)"
"1041","Pogonia ophioglossoides","(29, 5, 17, 19)"
"1042","Vespula alascensis","29"
"1043","Cephalanthus occidentalis","(29, 17, 19)"
"1044","Rhinanthus minor","(29, 5)"
"1045","Nicrophorus tomentosus","29"
"1046","Vitisiella brevicauda","29"
"1047","Xylena nupera","(29, 5)"
"1048","Hygrocybe squamulosa","29"
"1049","Dianthus deltoides","(29, 5)"
"1050","Mycena inclinata","29"
"1051","Dibaeis baeomyces","(29, 5)"
"1052","Neogalerucella calmariensis","29"
"1053","Equisetum fluviatile","(29, 5, 17, 19)"
"1054","Tetrapyrgos nigripes","29"
"1055","Lophodonta ferruginea","(29, 5)"
"1056","Parallelia bistriaris","(29, 5, 10)"
"1057","Carabus nemoralis","(29, 5, 6)"
"1058","Horisme intestinata","(29, 5, 10)"
"1059","Andromeda polifolia","(29, 5)"
"1060","Gaylussacia baccata","(29, 5)"
"1061","Lithobates septentrionalis","(29, 5, 27)"
"1062","Halyomorpha halys","(29, 14)"
"1063","Cameraria picturatella","29"
"1064","Diadumene lineata","29"
"1065","Prunus serotina","(29, 5)"
"1066","Araniella displicata","(29, 7)"
"1067","Chromagrion conditum","(29, 4, 5, 17, 19)"
"1068","Operophtera bruceata","(29, 10)"
"1069","Tsuga canadensis","(29, 5, 19)"
"1070","Melanelixia subaurifera","29"
"1071","Lysimachia nummularia","(29, 5, 14)"
"1072","Humulus lupulus","(29, 5)"
"1073","Chelydra serpentina","(29, 5, 27)"
"1074","Otiorhynchus sulcatus","29"
"1075","Euphoria inda","(29, 5)"
"1076","Anatis mali","29"
"1077","Iris versicolor","(29, 5, 17, 19)"
"1078","Medicago lupulina","(29, 5)"
"1079","Celithemis elisa","(29, 4, 5)"
"1080","Solanum dulcamara","(29, 5, 14, 17, 19)"
"1081","Sagittaria latifolia","(29, 5, 17, 19)"
"1082","Achillea ptarmica","(29, 5)"
"1083","Trifolium medium","(29, 5)"
"1084","Pseudeva purpurigera","29"
"1085","Radiola linoides","29"
"1086","Oclemena acuminata","(29, 5)"
"1087","Acleris forsskaleana","29"
"1088","Aronia melanocarpa","(29, 5)"
"1089","Polydrusus cervinus","29"
"1090","Nacerdes melanura","29"
"1091","Desmognathus fuscus","(29, 5, 27)"
"1092","Euonymus japonicus","29"
"1093","Chortophaga viridifasciata","29"
"1094","Symplocarpus foetidus","(29, 5)"
"1095","Hygrocybe miniata","29"
"1096","Acalymma vittatum","29"
"1097","Aureoboletus russellii","29"
"1098","Agromyza vockerothi","29"
"1099","Decodon verticillatus","(29, 5, 17, 19)"
"1100","Schrankia fractilinea","29"
"1101","Sedum album","(29, 5)"
"1102","Lythrum salicaria","(29, 5, 14, 17, 19)"
"1103","Tussilago farfara","(29, 5, 14)"
"1104","Cladonia boryi","(29, 5)"
"1105","Idia aemula","(29, 10)"
"1106","Fraxinus americana","(29, 5)"
"1107","Phalangium opilio","(29, 5)"
"1108","Acronicta retardata","(29, 10)"
"1109","Ectemnius continuus","29"
"1110","Lactuca biennis","(29, 5)"
"1111","Irpex lacteus","29"
"1112","Libellula incesta","(29, 4, 5)"
"1113","Polistes dominula","29"
"1114","Acronicta lithospila","(29, 5, 10)"
"1115","Speyeria cybele","(29, 10)"
"1116","Leptogium cyanescens","(29, 5)"
"1117","Lepomis cyanellus","(29, 18, 20, 21)"
"1118","Feltia jaculifera","(29, 10)"
"1119","Polygonia progne","(29, 5, 8, 10)"
"1120","Yucca filamentosa","29"
"1121","Agrimonia gryposepala","(29, 5)"
"1122","Hypena baltimoralis","(29, 10)"
"1123","Argyresthia calliphanes","(29, 5)"
"1124","Polygonatum pubescens","(29, 5)"
"1125","Amorpha fruticosa","(29, 5, 14)"
"1126","Hyles lineata","(29, 10)"
"1127","Zenaida asiatica","(29, 27)"
"1128","Cheilosia fraterna","29"
"1129","Ajuga reptans","(29, 5)"
"1130","Fraxinus nigra","(29, 5)"
"1131","Strangalepta abbreviata","29"
"1132","Leptoglossus occidentalis","29"
"1133","Belvosia borealis","29"
"1134","Erynnis baptisiae","(29, 5, 8, 10)"
"1135","Lilium lancifolium","(29, 5)"
"1136","Hemidactylium scutatum","(29, 5, 27)"
"1137","Nucella lapillus","(29, 5, 19)"
"1138","Lepomis auritus","(29, 5, 13, 15, 18, 20, 21, 22)"
"1139","Phegopteris connectilis","(29, 5)"
"1140","Hagenius brevistylus","(29, 4, 5, 17, 19)"
"1141","Eoseristalis arbustorum","29"
"1142","Chamaecrista fasciculata","29"
"1143","Cecrita guttivitta","29"
"1144","Nadata gibbosa","(29, 5, 10)"
"1145","Melanoplus femurrubrum","(29, 5)"
"1146","Platycentropus radiatus","29"
"1147","Huperzia lucidula","(29, 5)"
"1148","Balaenoptera physalus","(29, 30)"
"1149","Caripeta divisata","(29, 5, 10)"
"1150","Hippodamia parenthesis","(29, 5)"
"1151","Argyresthia oreasella","(29, 5, 10)"
"1152","Melilotus albus","(29, 5)"
"1153","Flammula alnicola","29"
"1154","Polygala polygama","(29, 5)"
